# Rooftop PV data for 2010 calendar year
# Derived from original 1MW trace files at:
# http://www.climatechange.gov.au/reducing-carbon/aemo-report-100-renewable-electricity-scenarios
#
# Copyright (C) 2012 Australian Energy Market Operator Limited

# Region (based off capital city)
# QLD,NSW,VIC,SA,Tas

0,0,0.0002865807,0.0170080235,0.0034528456
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0576205046,0.0512887157,0.0090889837,0,0.0111080906
0.2083117833,0.2086815541,0.1593574606,0.0784493183,0.1251658569
0.3918624588,0.3305061912,0.3486863252,0.2546858507,0.2875738699
0.5353788633,0.3895680814,0.4822733068,0.3561819425,0.386007838
0.5246221115,0.4175673609,0.5777511113,0.4126627895,0.4650225466
0.5612975859,0.3804519303,0.6222488372,0.4226982225,0.4638132869
0.5300578684,0.4251375518,0.6038412365,0.4622497259,0.4588059697
0.4386559087,0.4166051107,0.5523391609,0.3890263034,0.4119875065
0.4511678232,0.4166211635,0.4783409948,0.3013187207,0.3451131097
0.3744778888,0.3256808748,0.377420295,0.2458699138,0.2622100584
0.1910301956,0.1891789409,0.2457340173,0.1975279263,0.1704443268
0.0320924011,0.0270385428,0.0774171973,0.1228844814,0.080203619
0,0,0,0.0133101007,0.0013353571
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.060650293,0.0487921396,0.0083766572,0,0.0107200048
0.2429602716,0.1903624139,0.1399705081,0.0876921047,0.1321716102
0.4160799195,0.3286942132,0.3210381477,0.267245577,0.3106424271
0.5041825161,0.451596069,0.4717808772,0.4313236078,0.4350013312
0.5518456942,0.4858268894,0.5870116153,0.5546652067,0.557604353
0.6100394912,0.4746061408,0.6361282524,0.6229267195,0.6203244634
0.5985275947,0.4994833816,0.6141677677,0.6441780426,0.6189374403
0.4718237351,0.4674435379,0.5826891827,0.6369979605,0.5919945743
0.3737832484,0.4339717853,0.5124091511,0.5800233647,0.5197128924
0.3139563684,0.3179749232,0.3849216921,0.4798184838,0.3980328374
0.1815788394,0.1592910887,0.2258485594,0.3414097192,0.2426621542
0.022538348,0.01926546,0.0688443619,0.1626954996,0.0999208663
0,0,0,0.0150330917,0.0029567685
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0585558774,0.0520627202,0.0085500891,0,0.009280635
0.2279965909,0.2158904807,0.1511106546,0.0862853245,0.1223897055
0.3909454336,0.3804053008,0.3442188935,0.2765724605,0.2814312052
0.4695409885,0.4797430341,0.4896567604,0.4321454907,0.4091404836
0.4714012753,0.4939321733,0.5877455215,0.5389670537,0.5149294168
0.5458079276,0.5435490595,0.6254631199,0.616501621,0.5725154365
0.5688376105,0.5462474574,0.6028351531,0.6293243016,0.5778530196
0.5894519368,0.4822044622,0.5700297044,0.5448430264,0.4647640878
0.5181816962,0.4475279858,0.5096436367,0.4661457158,0.3855220291
0.3533847032,0.3362430003,0.4068888192,0.4236035148,0.3554877154
0.1909234652,0.1783977331,0.2535553845,0.2621558877,0.2245139037
0.0250944709,0.0232744383,0.0737782696,0.1092569436,0.0782903925
0,0,0,0.0070485894,0.00277835
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0549504763,0.0517924217,0.008502685,0,0.0093868955
0.23107464,0.2241919145,0.1498738686,0.073759134,0.1031152297
0.3530684384,0.3894156564,0.32611652,0.174886333,0.1780757609
0.4198442204,0.4647795389,0.4700220942,0.2996001445,0.2681595222
0.5007523279,0.5712913414,0.5810820414,0.394739929,0.2798479405
0.5644322129,0.6215839737,0.6221305698,0.4915093771,0.3959806045
0.5087585396,0.5884005598,0.6019586778,0.5308835711,0.3624347599
0.4645471456,0.5288431734,0.5302748276,0.5034097396,0.3463602611
0.3976560662,0.4700576969,0.4444912283,0.5032210798,0.3375102114
0.2898947199,0.3649787207,0.3144804602,0.3942341416,0.2484890548
0.1535157092,0.2006614265,0.1601232829,0.2688939862,0.1462522809
0.0174820714,0.0267119373,0.0444983415,0.1242196155,0.0666229316
0,0,0,0.0121325157,0.0030260962
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0594969616,0.0483771062,0.0085514176,0,0.0080803337
0.2414922817,0.2149857148,0.1037599612,0.0651409718,0.1235538226
0.4132030163,0.3837670611,0.2700198347,0.1945717962,0.2846194872
0.3851823462,0.496462399,0.3824541145,0.3486183495,0.4198785688
0.5004546249,0.5457796331,0.4313207699,0.4254445394,0.5333349565
0.4891320946,0.5667644541,0.5138390532,0.5308662014,0.5768145065
0.5392124141,0.5160598002,0.3975236567,0.5214290799,0.5570710625
0.573817175,0.4968504179,0.2914139317,0.4596358321,0.5332297018
0.38191386,0.4635624315,0.3158342176,0.4209208298,0.4019539261
0.3241914261,0.3610541953,0.2288075139,0.2988501484,0.3316320869
0.1882828681,0.1965947192,0.1274122863,0.1820646952,0.1926575141
0.0216877884,0.0257224126,0.0402386555,0.1041121354,0.068870143
0,0,0,0.0099182644,0.0026381274
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0505803641,0.0466054436,0.0077069556,0,0.0051565918
0.1935030224,0.1774978594,0.1019042314,0.0434734792,0.0946335715
0.3025092598,0.345504391,0.2028048743,0.1900203981,0.175326274
0.3953636817,0.4414860207,0.3576028814,0.3302602126,0.2772848714
0.3658648484,0.4876862613,0.522843095,0.4790043398,0.4012173771
0.4498840236,0.5256841368,0.5724954999,0.5732491508,0.4971757545
0.5315155065,0.561399764,0.5265343357,0.5562570352,0.5196824854
0.5396063172,0.50354856,0.4567017763,0.4780075553,0.4642064718
0.4667568943,0.4595126944,0.3002140026,0.4136525746,0.4606448864
0.3702391906,0.351646342,0.2363787374,0.3891465161,0.4051059537
0.2052556871,0.18903416,0.1845437308,0.3054486007,0.2463144925
0.0257195579,0.0241660868,0.0616241174,0.1376333157,0.0817170881
0,0,0,0.0124765233,0.0034877668
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0470458549,0.0497150682,0.0078930081,0,0.0031541561
0.1829374216,0.2139548198,0.1397605429,0.0822828802,0.0819994982
0.3104246257,0.3760782325,0.2992662429,0.2509735333,0.2197463333
0.3655307357,0.4840991503,0.4617595732,0.3997262595,0.2789338618
0.3896327205,0.545865248,0.5607222175,0.5104140602,0.3385828738
0.4784247815,0.5123087978,0.6053122893,0.5444380182,0.3786215305
0.4052885428,0.5169534056,0.6034135295,0.5656066198,0.3948122773
0.3081020782,0.4714675906,0.5799900925,0.6124016652,0.4332866151
0.2992191776,0.3776767848,0.5189673246,0.5769879528,0.4219513849
0.281818009,0.2851136353,0.4111585985,0.4535679319,0.3198449631
0.1760279635,0.1670861715,0.2497972335,0.3106375214,0.2396453204
0.0227867372,0.0221246151,0.0686905332,0.1284058355,0.0839160227
0,0,0,0.0072375588,0.0029792462
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0504609081,0.0458817838,0.0069519394,0,0.0051874432
0.194471985,0.1902810797,0.1117523788,0.0810264089,0.0939276633
0.2927612714,0.3253955938,0.1940231105,0.2301026256,0.1881264159
0.4286591206,0.4188589227,0.3921259623,0.4053870877,0.4029620323
0.3948664391,0.4505232838,0.5194549753,0.5187054641,0.5193711654
0.3580322968,0.4626257129,0.5703067419,0.5369635098,0.5807416766
0.3403596616,0.4979958229,0.5431716508,0.5661113753,0.5559039047
0.3678415035,0.4573590213,0.4857471298,0.6221837745,0.5704454273
0.3076171507,0.3786934616,0.4800458283,0.5875835181,0.4654314026
0.2279849898,0.2843909539,0.4009817648,0.4621606413,0.3139626283
0.1424583808,0.1504325466,0.2506257537,0.3224051169,0.2474648095
0.0180309854,0.0175097738,0.0697873586,0.1483124624,0.0903506639
0,0,0,0.0118514589,0.0033594262
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0365755441,0.044486047,0.0058326756,0,0
0.1427964915,0.1662959155,0.1168887507,0.0877060349,0.0710411499
0.2262657014,0.2268909239,0.2443331149,0.2924030366,0.2106193468
0.3147074081,0.3319003379,0.3824724216,0.4640747566,0.3396169428
0.3636422492,0.4158480305,0.5167502148,0.5727177387,0.4531694632
0.3934166541,0.43239693,0.586912789,0.6420867899,0.4720533271
0.3744414791,0.4564042623,0.5796077484,0.6591229319,0.4526139522
0.3207414267,0.418024789,0.536101849,0.6635444866,0.465207561
0.2577415467,0.3808365858,0.5019270901,0.6179359176,0.4037348358
0.2184169082,0.3069081286,0.3766001993,0.5104756283,0.3271980569
0.1277377886,0.1672995972,0.2346405298,0.3525072883,0.2414596776
0.0137008524,0.0207014357,0.0666680139,0.1580424625,0.0841739435
0,0,0,0.0126003681,0.0032136367
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0458825108,0.0456917646,0.0083135218,0,0
0.1919780977,0.2041318872,0.120192139,0.0788495112,0.1132585089
0.3675502258,0.3693755039,0.2597572976,0.2481111313,0.2934753844
0.4888540243,0.4878137663,0.3693747057,0.3872960326,0.4435807594
0.5164243918,0.5631334655,0.4802327881,0.5118361463,0.5491909934
0.4763565667,0.5677627849,0.5798248421,0.6096379785,0.5931196301
0.3061100739,0.5190797125,0.5990246728,0.6480595863,0.6052075485
0.3968450575,0.4411368343,0.5807985235,0.6562371408,0.5763092839
0.3976865861,0.3720431722,0.5162795751,0.6046145007,0.5291280429
0.3260349358,0.2848156649,0.4005982866,0.4977882943,0.4298227997
0.1879917689,0.1683152038,0.2410392852,0.3441930113,0.2684986763
0.0231603295,0.0221363565,0.0393733266,0.1371192735,0.0835657116
0,0,0,0.0115492694,0.0024966884
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.042550843,0.0441141879,0.0068261222,0,0
0.2118754738,0.2014104039,0.1214415618,0.0832321989,0.0983806391
0.3770669054,0.3506987687,0.2654748001,0.2670132347,0.2712439529
0.4665273703,0.4285382975,0.3800135926,0.3952914624,0.4126564586
0.5103261208,0.4848759526,0.4468419966,0.5025617161,0.5243251536
0.5386552026,0.5319237806,0.4940674885,0.5809038921,0.6012710225
0.5589611172,0.5396107746,0.4823588482,0.5628277991,0.5980081265
0.5509170679,0.4953967994,0.5007424714,0.6020847042,0.5661089333
0.4935860385,0.4276786323,0.4901319363,0.5788831505,0.5165159561
0.3638235839,0.3340558456,0.3943668876,0.4840646209,0.4118511432
0.1839490407,0.1803839985,0.2323621801,0.3314110895,0.2590903089
0.0208636615,0.0214568801,0.036445802,0.129598675,0.0803794177
0,0,0,0.010310959,0.0021394586
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0483453428,0.0446819828,0.0069598131,0,0
0.2220817963,0.1880304783,0.1312857885,0.0831924719,0.1098007748
0.3965901895,0.3393922523,0.3079682976,0.2834770338,0.2941630484
0.471790895,0.4692538342,0.4757010383,0.448459153,0.4434588978
0.5453401341,0.5214665333,0.5749580552,0.5681878378,0.5302591801
0.5934534363,0.5161263046,0.6179264047,0.6057203194,0.5786014975
0.5261331148,0.4982251485,0.6057124545,0.6250282909,0.5495605544
0.5378622203,0.5122904518,0.5803951181,0.6347450486,0.5537146068
0.496792057,0.4680971159,0.5099514561,0.5712163706,0.5102598502
0.3623830798,0.3475382033,0.390614731,0.4642881813,0.4088263568
0.1846358279,0.1683127577,0.2278497095,0.3184102396,0.2571788834
0.0212839974,0.0182438756,0.0357458692,0.1244792679,0.0762582281
0,0,0,0.0091558514,0.0015138972
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0435688874,0.0379746372,0.0073318209,0,0
0.1789123629,0.1980384003,0.143759279,0.0803089166,0.0635300805
0.3059638996,0.3600404233,0.3360989414,0.271640991,0.188669998
0.4239767236,0.4892019506,0.4764506596,0.4257955465,0.3614020943
0.4558298735,0.538873875,0.5601487014,0.5167309845,0.4714040225
0.4820971657,0.5607867002,0.5807855627,0.5761435407,0.5264941023
0.4097665813,0.5423366915,0.5555006283,0.491400343,0.4845919695
0.3552651582,0.4974621057,0.5054274828,0.4126787835,0.4651530624
0.3506255961,0.3455153986,0.3399651532,0.3321683087,0.369001718
0.3144802043,0.2610634955,0.2076833259,0.2795609225,0.2724635041
0.1749979611,0.1486564963,0.1421476014,0.2075554483,0.1677170604
0.020028112,0.0166119029,0.0229671352,0.0751731888,0.048913523
0,0,0,0.002531979,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.047216106,0.0434626586,0.0071462058,0,0
0.2018019397,0.1801143116,0.1072687461,0.0665853807,0.0715252514
0.3551373672,0.3328965283,0.2470344733,0.170021075,0.1890266945
0.4687003523,0.4206300807,0.3643919195,0.2214443926,0.2584274381
0.4978208101,0.4872840242,0.4352626404,0.2736890772,0.2908033182
0.4709152769,0.5327478239,0.3991727587,0.4213629852,0.3768179326
0.4140993379,0.5373526819,0.3745914347,0.4005632764,0.3198190002
0.4013923459,0.518800241,0.3187343625,0.2530947101,0.1921380236
0.3613661064,0.4325276456,0.2506764629,0.1645201863,0.1415175265
0.2829015551,0.3250671995,0.2055498134,0.2636264717,0.1823294544
0.1502714782,0.1728634949,0.1463809284,0.1911284524,0.1295428622
0.0155031157,0.0196120168,0.0231790122,0.0598086043,0.0430402262
0,0,0,0.0008215785,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0428501524,0.0385497093,0.0068457741,0,0
0.193081098,0.1911425796,0.1153298884,0.0394790662,0.0576994609
0.3749815566,0.3433871042,0.2640834563,0.1099563094,0.1586768505
0.4528846128,0.4114591972,0.3358604624,0.13619214,0.2307606536
0.4095929212,0.4982515973,0.3304703825,0.1171003449,0.2877818064
0.4607094898,0.5133717984,0.3030819075,0.1081676349,0.2964285975
0.4479503819,0.4826933844,0.2853589619,0.108893898,0.2830149377
0.4825876261,0.4683308751,0.2616469847,0.1150114999,0.2172195186
0.445177175,0.3513291083,0.2596643037,0.1266812399,0.1683705752
0.2899743216,0.1951560833,0.1289194673,0.1123644143,0.1118441195
0.1382346749,0.130990934,0.074809092,0.104952248,0.0675573829
0.0132492309,0.0185460503,0.0103322793,0.0639885643,0.0392315098
0,0,0,0.0040482902,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0375234461,0.0324421419,0.0021708397,0,0
0.1525465503,0.1139161145,0.0724231028,0.0588990298,0.0886494906
0.2139693896,0.2131307765,0.1030245644,0.2128563266,0.2116501412
0.381930994,0.1993058064,0.2103895446,0.3569646145,0.301021913
0.4182695001,0.2725846606,0.2654159904,0.4301569089,0.3970782942
0.4651632552,0.3245215575,0.300837742,0.4970365784,0.4785019322
0.4820180995,0.3243270894,0.2707629755,0.542124226,0.5254873995
0.4734427182,0.2764176087,0.3355814808,0.5904409328,0.5439128207
0.4141296793,0.2185297126,0.342594417,0.5513910893,0.4745941757
0.3342899473,0.1582386371,0.2915239367,0.4460163773,0.3862017406
0.153284204,0.0816769105,0.1902179766,0.3092680604,0.2483227523
0.012426448,0.0056521666,0.0297209523,0.1208742992,0.0702183154
0,0,0,0.0067646691,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0469362509,0.018794523,0,0,0
0.2171191873,0.0877725989,0.0915891057,0.0781830964,0.106602669
0.375173243,0.1798427901,0.2059057498,0.2650970556,0.2878891662
0.3743181501,0.2588080018,0.2462913324,0.4037871763,0.4178389665
0.3062815923,0.262927454,0.3011995108,0.4415074578,0.4508309375
0.3381782911,0.2444957913,0.3095180873,0.4847076467,0.5082871431
0.3683449928,0.2212515016,0.2968349556,0.528530396,0.5054375473
0.3752078679,0.1926020077,0.2848802217,0.5574386961,0.4697101234
0.305531445,0.158155927,0.3046942331,0.5307738492,0.4332475539
0.227366203,0.1180439752,0.273260849,0.4530225896,0.3516772611
0.0466025309,0.0210805721,0.0630380292,0.2596100971,0.1799045029
0,0,0,0.1032974067,0.0569503047
0,0,0,0.0057233079,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0446238768,0.0334190078,0.0068653773,0,0
0.1929829346,0.1314014269,0.098007108,0.0732870543,0.0848483922
0.2953827712,0.2448466595,0.2193307264,0.2492045675,0.2249480209
0.3685065163,0.3164792617,0.3501395568,0.3907601858,0.3639413056
0.4372303968,0.3596727379,0.4806220987,0.5386241295,0.5087355281
0.4863023098,0.4176655123,0.5165130318,0.6201957087,0.5881656419
0.5004644412,0.3514836737,0.5017731804,0.6195903461,0.5775232216
0.4967915216,0.3197676379,0.4512212947,0.6247049722,0.5765993191
0.4111447963,0.2534868836,0.3994245226,0.5790482493,0.5307945757
0.2876412439,0.1745365015,0.321296068,0.4734893489,0.4109340238
0.153666863,0.0870032268,0.1991704991,0.315779492,0.2505104129
0.0160466914,0.0050946501,0.0303649267,0.1167269118,0.065553801
0,0,0,0.0042570921,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0180422295,0.0405421054,0.0069986793,0,0
0.1390264078,0.1721574778,0.1211987084,0.073461784,0.0891916692
0.2899423738,0.3400583667,0.2802647127,0.2497261768,0.2127679462
0.4365370058,0.4521695359,0.4452821622,0.3468640018,0.3606000534
0.4861143714,0.4880496659,0.4461957378,0.4558063977,0.4907329969
0.4833531226,0.5276165872,0.4494861653,0.5098045701,0.5156519319
0.4025927957,0.4733648778,0.4516409012,0.5444696622,0.5054469033
0.3224112764,0.4727819321,0.4807760084,0.584127448,0.4887301168
0.3162328683,0.4308306362,0.4609193883,0.5480388939,0.4174675343
0.2834375276,0.2877190799,0.3729450868,0.4445024549,0.3368103845
0.1537202283,0.1306298227,0.2161681249,0.2975615171,0.1978098489
0.0143971526,0.0111734589,0.0325804002,0.1055023196,0.0598387745
0,0,0,0.0022207968,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0458548466,0.0360548915,0.0058973015,0,0
0.1954996672,0.1713153942,0.1234939072,0.0729678631,0.0819323691
0.3468186387,0.3508463015,0.2681301475,0.2397026103,0.2184844463
0.4505111989,0.4820790976,0.3891666837,0.378118082,0.3180691992
0.4785786304,0.5622559129,0.4353313327,0.4880553707,0.3740371032
0.4849262366,0.5334602621,0.4399264285,0.5411559898,0.4137443245
0.4136661693,0.4633875326,0.3274190821,0.531604675,0.4114296565
0.3922106714,0.4390482896,0.4188571619,0.5274600048,0.4052636019
0.3813288058,0.3622180992,0.4204429179,0.4759347043,0.376252364
0.2459348029,0.2528316239,0.2788440451,0.4137163268,0.3130146343
0.1188734498,0.1460394326,0.1693427983,0.2715032366,0.19926213
0.0101896704,0.0149234397,0.0267270035,0.1024790838,0.0529021385
0,0,0,0.0029640445,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0452890681,0.0380206552,0.0065175738,0,0
0.2023407678,0.2046750831,0.1328710585,0.0694278677,0.1004349771
0.370823174,0.3711472735,0.3109544699,0.2559774056,0.2456235538
0.4418226619,0.4782070113,0.4538213967,0.4142890136,0.3349342779
0.455247675,0.4302801018,0.5135010999,0.5222850145,0.3921081669
0.4300132409,0.3523168901,0.512185901,0.5342570918,0.4097114319
0.3974186891,0.4327792922,0.5026480355,0.5483709834,0.4257206729
0.4479675159,0.4767546158,0.505034446,0.5619634376,0.4304926874
0.3877449479,0.3716994896,0.4022525729,0.4846770346,0.3976990631
0.2607642673,0.2320007568,0.3303767406,0.4066093355,0.2932686173
0.144931743,0.1151798514,0.2034051221,0.2132566914,0.1690802258
0.0131725902,0.0081281095,0.0301023568,0.0647437542,0.0504994074
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0459681808,0.0353284491,0.0061068455,0,0
0.2099104198,0.1563363048,0.1315226474,0.0681688167,0.1019055023
0.3751059564,0.2993065965,0.2967693414,0.2449018496,0.2561024786
0.4952678462,0.3944420148,0.4091339568,0.3960416305,0.3965225493
0.5877763758,0.4544196786,0.4706396772,0.5182765509,0.5126325252
0.5887810342,0.4161920189,0.4799324212,0.5852669743,0.583113416
0.5148550258,0.431043909,0.5029843688,0.6001895065,0.5468941018
0.4338409018,0.4736654472,0.4935262123,0.5890952049,0.5480402086
0.3707940819,0.3968841795,0.4055643857,0.502210021,0.4935393213
0.221174766,0.3052851149,0.2597529233,0.3426133933,0.3021378467
0.1267060014,0.1476606117,0.1315417646,0.191960998,0.1657574516
0.0120289145,0.0105409129,0.015931955,0.0596726041,0.0395267212
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0462776634,0.0351123174,0.0060091533,0,0
0.195092735,0.1962969017,0.1086921354,0.0614475376,0.0701995099
0.3761586257,0.3438735802,0.2743981608,0.1977298285,0.210535143
0.5066257153,0.378490432,0.3676262915,0.3178449479,0.2806609746
0.5778673993,0.3585005784,0.4265200831,0.3883910167,0.3530097856
0.6062118303,0.37480731,0.4795437587,0.5401416635,0.4364758327
0.5120355928,0.3575872509,0.4363923377,0.5603937943,0.4238508815
0.3818947628,0.332342019,0.4096706967,0.5476846192,0.4168984572
0.3183373143,0.2979843051,0.3544363917,0.4855381285,0.4333441544
0.2123404116,0.2594154089,0.2780239494,0.3701439775,0.3473454451
0.1303262697,0.1413689875,0.1696465674,0.2031956337,0.1897471045
0.0110326268,0.0102707291,0.0241597896,0.0600188819,0.0467174654
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0441487657,0.028991923,0.0057761502,0,0
0.2024176923,0.1683492969,0.114880148,0.0537529317,0.0413735436
0.3605838328,0.3236094532,0.2381994082,0.1971984164,0.163514123
0.4397867518,0.4126501615,0.2947761297,0.2313126629,0.1857567816
0.4690187589,0.3663263908,0.3087452986,0.3369035513,0.33997668
0.3816059837,0.3233559719,0.3375209051,0.4164457899,0.4037762359
0.3094503087,0.3641114113,0.2707772324,0.4106895138,0.304972473
0.4086989198,0.4038292288,0.2501690469,0.4374508404,0.3743945014
0.3519675799,0.3144853521,0.1700010458,0.4067512173,0.3763005472
0.2454439856,0.1799022619,0.1662197273,0.3291899934,0.3007119963
0.1266046253,0.0745985466,0.0891422331,0.2315377822,0.1974337388
0.0065343131,0.0015360993,0.0052124357,0.0895466124,0.0440079286
0,0,0,0.0014804005,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0396869688,0.0171642871,0.0027695646,0,0
0.1608324386,0.0807681084,0.074894439,0.0603951869,0.0883147806
0.3089559218,0.1674046283,0.1655979321,0.1959252632,0.2392362304
0.4474524255,0.2777158973,0.2725314791,0.2463129292,0.2389936768
0.5030654159,0.4057489898,0.3646961747,0.3589385781,0.1923539127
0.5289081066,0.4235833357,0.4393362253,0.4299598221,0.2434934325
0.4508537001,0.4161724497,0.3399288629,0.3093827698,0.1529715776
0.3990885387,0.3438393343,0.3005001127,0.3188069929,0.1353947432
0.3236693749,0.2643807667,0.2689610979,0.3075766567,0.1524254226
0.2419120643,0.1948175987,0.1544555175,0.2434912859,0.1321220236
0.1166330205,0.1054853411,0.0760259832,0.1455277944,0.0893745318
0.0050657342,0.0047973294,0.0068894877,0.0480509147,0.0254740015
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0452298131,0.0181845873,0.0027464944,0,0
0.2006721675,0.1541534309,0.0951315887,0.0649503514,0.0613646169
0.3262890899,0.3339009744,0.2451987355,0.2063782588,0.1661302872
0.4576573202,0.4730204307,0.335299745,0.3363059277,0.2964611095
0.533569443,0.5497301488,0.4571524887,0.4581195019,0.3473678995
0.5236622513,0.5777155158,0.4207160671,0.4576116509,0.4182749549
0.429318422,0.547181577,0.3608618789,0.4677757234,0.4988857926
0.428953254,0.482837248,0.3701700139,0.5019162826,0.4835214122
0.427971084,0.3351032521,0.319376733,0.45594484,0.421509549
0.3169050202,0.2469686857,0.2539474492,0.3221051872,0.2988415032
0.1401024578,0.1207816642,0.1614151524,0.2266764797,0.1790020023
0.0044859969,0.0045273305,0.0223744371,0.0792186964,0.037884584
